Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2006-06-27,1.79991,1.803,1.74747,1.74837,643580417.48714
2006-06-28,1.74448,1.74448,1.68695,1.7053,997752874.15603
2006-06-29,1.72902,1.79902,1.71676,1.79532,1022531647.8837
2006-06-30,1.75275,1.75803,1.72016,1.74348,865254079.4664
2006-07-03,1.74577,1.7712,1.74577,1.76412,228494372.34019
2006-07-05,1.7383,1.75355,1.72194,1.73541,607845490.77171
2006-07-06,1.74139,1.74747,1.69273,1.69772,742749670.08813
2006-07-07,1.69154,1.72164,1.66432,1.68665,937351279.62009
2006-07-10,1.69653,1.71986,1.65934,1.67439,620810620.93555
2006-07-11,1.67719,1.7044,1.66034,1.69393,967783521.19597
2006-07-12,1.67997,1.68167,1.61069,1.61229,1086971057.1661
2006-07-13,1.58457,1.64778,1.56512,1.59075,1466083518.8572
2006-07-14,1.59803,1.61019,1.52695,1.54259,1164579575.9008
2006-07-17,1.5724,1.61687,1.5724,1.59444,1201911883.1523
2006-07-18,1.61936,1.6393,1.57848,1.61039,1174494732.2818
2006-07-19,1.61199,1.67689,1.59424,1.64708,1629865355.3539
2006-07-20,1.85594,1.87498,1.81805,1.84168,2313576944.2664
2006-07-21,1.81805,1.86162,1.81566,1.84856,1046308276.1487
2006-07-24,1.86342,1.89043,1.83959,1.8699,847858702.19346
2006-07-25,1.88136,1.89013,1.85036,1.88515,691008385.0209
2006-07-26,1.88864,1.9678,1.87778,1.94436,1053934730.7282
2006-07-27,1.96351,1.97947,1.91377,1.93011,862299902.99737
2006-07-28,1.94666,1.9996,1.9333,1.99681,811176694.46288
2006-07-31,2.0344,2.08912,2.01774,2.06919,1047415044.764
2006-08-01,2.04646,2.06819,2.00748,2.04516,833307225.04596
2006-08-02,2.05872,2.09062,2.05533,2.07507,645989267.65241
2006-08-03,2.0662,2.13119,2.06421,2.11854,986585933.17497
2006-08-04,2.04028,2.08853,1.97757,2.07916,2173586819.9037
2006-08-07,2.06271,2.11884,2.01864,2.04616,1461011051.7967
2006-08-08,2.04267,2.04307,1.96381,1.97209,1170380957.5458
2006-08-09,1.98953,1.99721,1.93011,1.9359,1120961390.6809
2006-08-10,1.92254,1.97308,1.90877,1.95065,818473659.08372
2006-08-11,1.92523,1.95244,1.90519,1.93769,912018594.48184
2006-08-14,1.94636,1.98555,1.9362,1.94666,841726011.0567
2006-08-15,1.98595,2.02442,1.97279,2.02283,1010449290.1767
2006-08-16,2.04117,2.07228,2.01924,2.06969,916513965.62916
2006-08-17,2.07029,2.09012,2.04516,2.05783,676128188.25726
2006-08-18,2.06141,2.08235,2.04755,2.06759,629162877.63473
2006-08-21,2.04925,2.04925,2.01376,2.02622,617165012.8655
2006-08-22,2.02812,2.07986,2.02442,2.05872,676696196.53552
2006-08-23,2.07178,2.08982,2.03778,2.04925,626770370.1666
2006-08-24,2.06879,2.07597,2.01744,2.06461,768377261.01675
2006-08-25,2.04955,2.10199,2.04925,2.09282,638073361.86954
2006-08-28,2.08354,2.08853,2.02991,2.03908,865933474.46483
2006-08-29,2.03908,2.04755,1.98245,2.02372,1111336247.2113
2006-08-30,2.04735,2.0649,2.02991,2.03848,797988895.17593
2006-08-31,2.04546,2.07916,2.02921,2.0659,674115106.59969
2006-09-01,2.08444,2.08982,2.0649,2.08175,479215166.86392
2006-09-05,2.09491,2.17676,2.08684,2.17606,1187415158.5037
2006-09-06,2.1639,2.18274,2.12193,2.13209,1142674058.5692
2006-09-07,2.15044,2.23698,2.13877,2.21614,1487428475.5584
2006-09-08,2.23209,2.23996,2.18932,2.20757,1050975600.1942
2006-09-11,2.20757,2.24486,2.17426,2.20707,1113149701.8152
2006-09-12,2.21664,2.23598,2.17516,2.21095,1976217856.0173
2006-09-13,2.21863,2.2623,2.20119,2.25891,1344517067.7523
2006-09-14,2.24684,2.27297,2.23648,2.25821,940490975.24146
2006-09-15,2.27556,2.28233,2.2307,2.25602,1151826642.0129
2006-09-18,2.24704,2.27875,2.2312,2.24984,827363825.5334
2006-09-19,2.25243,2.2634,2.21614,2.24624,832977340.88852
2006-09-20,2.26489,2.30417,2.25941,2.29121,964798087.67616
2006-09-21,2.29341,2.31534,2.25402,2.27217,931578736.67183
2006-09-22,2.2621,2.2627,2.20956,2.22232,780245065.27997
2006-09-25,2.24704,2.30936,2.24466,2.30606,1007644377.61
2006-09-26,2.31654,2.36818,2.31654,2.36269,1293821824.6344
2006-09-27,2.35093,2.35851,2.30836,2.3256,950625173.71606
2006-09-28,2.34585,2.35871,2.31214,2.34465,848613235.68341
2006-09-29,2.35093,2.3603,2.33428,2.34365,476024202.33696
2006-10-02,2.28333,2.30976,2.2618,2.27875,835765467.40988
2006-10-03,2.26459,2.28145,2.2278,2.25582,927526772.89908
2006-10-04,2.25213,2.29779,2.22691,2.2954,971873146.4951
2006-10-05,2.26788,2.31802,2.25702,2.27785,790624534.60814
2006-10-06,2.26619,2.28433,2.24734,2.25941,547729358.30837
2006-10-09,2.24704,2.28573,2.23858,2.27177,514087243.70593
2006-10-10,2.27037,2.27037,2.22471,2.24734,623398009.02367
2006-10-11,2.23947,2.25283,2.21006,2.229,670754922.48636
2006-10-12,2.24536,2.2957,2.24066,2.29121,695400911.42367
2006-10-13,2.30367,2.34096,2.27476,2.28383,802522175.60304
2006-10-16,2.28503,2.31006,2.27625,2.2959,596727457.51603
2006-10-17,2.28593,2.29161,2.25462,2.2616,564042427.34852
2006-10-18,2.27625,2.3926,2.25054,2.26868,1316025474.5689
2006-10-19,2.41274,2.43347,2.37944,2.40526,1778101962.7645
2006-10-20,2.40426,2.43437,2.3949,2.43347,750115271.42902
2006-10-23,2.43487,2.49269,2.42799,2.48044,975957633.168
2006-10-24,2.47824,2.48691,2.44105,2.46768,543215637.36044
2006-10-25,2.47565,2.49599,2.46638,2.48691,568475549.19955
2006-10-26,2.4904,2.51493,2.47036,2.50197,507532987.61606
2006-10-27,2.48981,2.51025,2.43517,2.44783,697823866.48106
2006-10-30,2.43487,2.46298,2.41982,2.44813,586472142.73419
2006-10-31,2.48113,2.48691,2.44185,2.46867,588104163.60936
2006-11-01,2.46936,2.47804,2.38562,2.41015,717003905.80158
2006-11-02,2.40088,2.41443,2.39011,2.40486,546062577.7311
2006-11-03,2.41473,2.42081,2.36837,2.38333,506631455.11114
2006-11-06,2.40556,2.43687,2.38762,2.42699,504751301.68013
2006-11-07,2.45082,2.46618,2.43856,2.45112,616888239.21385
2006-11-08,2.43487,2.51742,2.43199,2.51025,810331777.12118
2006-11-09,2.52689,2.57803,2.49997,2.53756,1082683651.4288
2006-11-10,2.54504,2.54504,2.51193,2.53058,438544608.19513
2006-11-13,2.53318,2.57056,2.51623,2.56807,528641970.73611
2006-11-14,2.58133,2.58801,2.55391,2.58801,690844323.11873
2006-11-15,2.5895,2.61512,2.5571,2.5586,767609533.40427
2006-11-16,2.58421,2.62718,2.57555,2.60615,813945730.93256
2006-11-17,2.5897,2.61652,2.58801,2.61332,547132719.96786
2006-11-20,2.60007,2.64843,2.59369,2.63267,665928019.1701
2006-11-21,2.66198,2.69678,2.65161,2.69678,730230966.48001
2006-11-22,2.70973,2.76298,2.67454,2.74872,788278229.63897
2006-11-24,2.72529,2.83346,2.72499,2.79009,608935759.21101
2006-11-27,2.81491,2.83565,2.72499,2.72599,1260813259.6173
2006-11-28,2.7521,2.80006,2.73725,2.79537,1215412074.4039
2006-11-29,2.83116,2.83565,2.74722,2.79537,1357261183.8259
2006-11-30,2.80723,2.82119,2.77264,2.79109,1021022778.5047
2006-12-01,2.79537,2.81073,2.74293,2.77962,932732371.80535
2006-12-04,2.79807,2.80255,2.7549,2.77394,832485133.11494
2006-12-05,2.79059,2.81073,2.76676,2.77812,777406998.89456
2006-12-06,2.75948,2.78182,2.73027,2.73495,747858437.53588
2006-12-07,2.74044,2.7549,2.64543,2.64981,1178704450.777
2006-12-08,2.65211,2.72179,2.64843,2.6862,919805688.55623
2006-12-11,2.70575,2.71911,2.68102,2.70156,586076363.19295
2006-12-12,2.69678,2.70455,2.60416,2.6223,1213268641.3559
2006-12-13,2.67833,2.71173,2.65311,2.71123,1003959321.5811
2006-12-14,2.70973,2.74024,2.6862,2.69508,975979540.78772
2006-12-15,2.70894,2.71661,2.65899,2.67055,867759547.4405
2006-12-18,2.67055,2.67953,2.57455,2.60236,846397728.46215
2006-12-19,2.57733,2.63915,2.54554,2.62748,1068997430.4722
2006-12-20,2.63247,2.63865,2.57953,2.58003,666392946.98701
2006-12-21,2.58003,2.60266,2.50227,2.5242,1059992416.7791
2006-12-22,2.54194,2.5581,2.48462,2.50227,717378728.61472
2006-12-26,2.49997,2.51423,2.46268,2.48193,575002668.76892
2006-12-27,2.37924,2.49599,2.33757,2.48213,2270364524.9556
2006-12-28,2.43787,2.47396,2.42501,2.46199,1313655183.66
2006-12-29,2.5556,2.60007,2.53816,2.58253,1262639506.1206
2007-01-03,2.62669,2.63586,2.49269,2.55082,1452531204.1011
2007-01-04,2.56258,2.61682,2.55122,2.60744,993805586.69752
2007-01-05,2.61313,2.6239,2.56937,2.5897,979169915.52117
2007-01-08,2.61762,2.63446,2.59648,2.60236,934479329.19539
2007-01-09,2.63287,2.83046,2.59269,2.81771,3927898573.1034
2007-01-10,2.8848,2.97752,2.84512,2.95219,3452435807.0598
2007-01-11,2.92168,2.94671,2.89507,2.9161,1689607631.9445
2007-01-12,2.87813,2.89407,2.83834,2.88061,1539708428.682
2007-01-16,2.91392,2.95967,2.90544,2.95519,1458997594.9983
2007-01-17,2.96855,2.97104,2.88679,2.89098,1906483742.8659
2007-01-18,2.80075,2.80405,2.71123,2.71173,2773580296.1821
2007-01-19,2.69758,2.72947,2.68262,2.69338,1597411119.0162
2007-01-22,2.71442,2.71462,2.60724,2.64244,1693304845.945
2007-01-23,2.60944,2.66417,2.60336,2.60874,1416281408.7016
2007-01-24,2.6208,2.65311,2.6208,2.63965,1088354274.4448
2007-01-25,2.65281,2.69338,2.61931,2.62569,1062739719.1568
2007-01-26,2.65061,2.66029,2.58771,2.59957,1157347632.004
2007-01-29,2.62569,2.63815,2.60416,2.61652,1057547989.4258
2007-01-30,2.63347,2.63347,2.59528,2.60456,677014165.45947
2007-01-31,2.58153,2.61832,2.56807,2.60974,1002424816.2448
2007-02-01,2.6223,2.62649,2.57953,2.57953,779149517.7874
2007-02-02,2.56159,2.59528,2.54753,2.57953,729110394.89069
2007-02-05,2.56677,2.59479,2.5554,2.5554,678958519.11942
2007-02-06,2.57056,2.57105,2.5229,2.56179,1013612994.808
2007-02-07,2.57205,2.62968,2.54364,2.6226,1251097906.8267
2007-02-08,2.60705,2.63416,2.60037,2.6235,796595771.7733
2007-02-09,2.61462,2.6239,2.53338,2.53516,1009066935.5211
2007-02-12,2.57006,2.59349,2.54584,2.58401,848730766.08614
2007-02-13,2.59349,2.59668,2.56657,2.57833,681193844.60682
2007-02-14,2.57605,2.60705,2.57435,2.59698,595927452.75072
2007-02-15,2.59479,2.60625,2.58053,2.59399,426592115.39928
2007-02-16,2.5908,2.60037,2.57704,2.58233,468923594.826
2007-02-20,2.57435,2.6229,2.56238,2.61512,724516197.21799
2007-02-21,2.62,2.72469,2.61702,2.71581,1355280203.7874
2007-02-22,2.76446,2.76496,2.69438,2.72529,983334013.28649
2007-02-23,2.71811,2.74991,2.70475,2.71173,607541875.49632
2007-02-26,2.73545,2.74024,2.66717,2.69857,722652820.80486
2007-02-27,2.62649,2.65081,2.53946,2.55481,1343750147.5952
2007-02-28,2.57375,2.60555,2.52689,2.57535,1078599422.5398
2007-03-01,2.5571,2.6877,2.54912,2.65061,1660565721.2794
2007-03-02,2.64144,2.66517,2.59399,2.60037,1008795206.209
2007-03-05,2.61293,2.69857,2.61074,2.62748,980889077.38672
2007-03-06,2.67315,2.6877,2.66129,2.68422,848386954.57648
2007-03-07,2.67953,2.70854,2.66268,2.67055,734548471.74812
2007-03-08,2.69658,2.70056,2.66268,2.67953,599365671.16155
2007-03-09,2.70296,2.70475,2.66129,2.67853,528595611.76132
2007-03-12,2.67953,2.73994,2.67933,2.73595,855710151.96957
2007-03-13,2.72179,2.75789,2.6908,2.6908,1017889102.1876
2007-03-14,2.69678,2.74024,2.67714,2.74024,934360220.99467
2007-03-15,2.74024,2.75031,2.71931,2.72699,655886522.59629
2007-03-16,2.72749,2.73994,2.71931,2.72768,670684792.22454
2007-03-19,2.74692,2.7874,2.72768,2.77424,836437677.55962
2007-03-20,2.78012,2.79607,2.77264,2.78481,573790889.82365
2007-03-21,2.80075,2.86147,2.79059,2.85788,806222980.5233
2007-03-22,2.85489,2.87244,2.83116,2.86047,663056819.02696
2007-03-23,2.84064,2.86367,2.84064,2.84702,529305004.9825
2007-03-26,2.86217,2.9197,2.84064,2.9179,1014455531.9115
2007-03-27,2.91312,2.94771,2.89238,2.90574,1085068085.3458
2007-03-28,2.88919,2.90414,2.83565,2.83854,1112861828.4099
2007-03-29,2.86685,2.86715,2.80773,2.8539,851204076.27038
2007-03-30,2.87115,2.88251,2.82369,2.82857,704491461.22681
2007-04-02,2.86586,2.86915,2.83176,2.851,588764387.30904
2007-04-03,2.86546,2.89896,2.8542,2.87683,685031406.39632
2007-04-04,2.89068,2.89617,2.86516,2.86985,559330245.89438
2007-04-05,2.86466,2.88251,2.84702,2.88251,417070505.76972
2007-04-09,2.89846,2.90095,2.83246,2.851,484853616.04126
2007-04-10,2.852,2.86915,2.84432,2.86915,413490216.32962
2007-04-11,2.85888,2.86018,2.81073,2.8184,644026249.23407
2007-04-12,2.80305,2.81033,2.76178,2.80654,772551256.88159
2007-04-13,2.76846,2.78211,2.74144,2.74692,844941249.39885
2007-04-16,2.75789,2.7856,2.74722,2.78311,714924099.23767
2007-04-17,2.80175,2.81003,2.73127,2.75011,881926453.12982
2007-04-18,2.74443,2.76596,2.72797,2.7519,544269334.58894
2007-04-19,2.74523,2.77753,2.73495,2.74792,499684609.1797
2007-04-20,2.77304,2.77594,2.75659,2.76996,614740414.81187
2007-04-23,2.79039,2.85569,2.78281,2.84652,915533518.14864
2007-04-24,2.86217,2.93555,2.77912,2.83854,1237964537.0565
2007-04-25,2.86965,2.90414,2.85569,2.90215,1391986779.2268
2007-04-26,3.09187,3.12068,2.99248,3.00882,2038841909.9155
2007-04-27,2.98778,3.04332,2.97403,3.04232,820497556.63176
2007-04-30,3.04631,3.07462,3.03415,3.03833,723232325.04162
2007-05-01,3.03165,3.05528,3.00074,3.02827,624701651.31975
2007-05-02,3.03365,3.06126,3.02827,3.05688,592672610.97697
2007-05-03,3.06554,3.08738,3.04531,3.05708,675814393.02525
2007-05-04,3.06764,3.09257,3.06006,3.06904,448134953.84671
2007-05-07,3.07662,3.17701,3.07482,3.16375,1010705776.1347
2007-05-08,3.1482,3.20124,3.1479,3.19854,919794015.05784
2007-05-09,3.19386,3.25617,3.19306,3.25317,841979720.57174
2007-05-10,3.24739,3.31319,3.22486,3.26763,1404387843.0998
2007-05-11,3.27391,3.32247,3.25019,3.3104,764008059.54366
2007-05-14,3.33971,3.34878,3.29515,3.32945,764818920.32144
2007-05-15,3.33603,3.35437,3.24181,3.27332,1119787463.8415
2007-05-16,3.30272,3.31289,3.1479,3.26763,1322408986.4361
2007-05-17,3.26464,3.3449,3.26165,3.33203,864375312.18914
2007-05-18,3.35536,3.36782,3.34221,3.34918,728223254.15023
2007-05-21,3.35756,3.42306,3.34998,3.40841,750677497.1228
2007-05-22,3.42436,3.46274,3.4094,3.45676,671510076.86441
2007-05-23,3.47141,3.50102,3.42754,3.43752,1069132036.8018
2007-05-24,3.43492,3.48477,3.35966,3.36962,1040992956.5887
2007-05-25,3.4094,3.46373,3.39495,3.45905,742422432.98019
2007-05-29,3.48776,3.49703,3.43074,3.48119,757475205.53621
2007-05-30,3.47999,3.61976,3.45636,3.61627,1734657634.2321
2007-05-31,3.65545,3.71796,3.6387,3.68955,1521160498.5667
2007-06-01,3.68655,3.68955,3.60072,3.60431,1037339572.8733
2007-06-04,3.61178,3.70599,3.58916,3.69433,1040108670.5291
2007-06-05,3.69623,3.7357,3.66841,3.7349,1080268106.9064
2007-06-06,3.72424,3.77559,3.71188,3.76382,1304720470.7473
2007-06-07,3.8053,3.88446,3.75096,3.77589,2247744832.8624
2007-06-08,3.82434,3.83012,3.72225,3.79004,1456629392.4399
2007-06-11,3.836,3.84039,3.6387,3.65884,2198754227.443
2007-06-12,3.63331,3.70559,3.60152,3.66512,1673551123.0881
2007-06-13,3.68755,3.68955,3.51268,3.57699,2019719896.0468
2007-06-14,3.56812,3.63551,3.54449,3.61547,1141768238.0246
2007-06-15,3.6714,3.6731,3.64887,3.66841,951608255.20643
2007-06-18,3.75385,3.81068,3.73072,3.80778,1068218750.5544
2007-06-19,3.79732,3.8056,3.74258,3.76442,1106367298.945
2007-06-20,3.77089,3.79532,3.69911,3.70061,1052925733.4295
2007-06-21,3.70311,3.78316,3.67459,3.77159,1016958518.3394
2007-06-22,3.7703,3.78894,3.72524,3.74498,741273949.51257
2007-06-25,3.78057,3.80778,3.68556,3.72394,1132538417.7084
2007-06-26,3.77409,3.77429,3.61427,3.64209,1573589179.964
2007-06-27,3.6724,3.71477,3.63093,3.71078,1143479365.458
2007-06-28,3.72852,3.72892,3.65346,3.6704,983954898.35983
2007-06-29,3.71357,3.77429,3.68655,3.71477,1330790405.8172
2007-07-02,3.68715,3.71597,3.63133,3.69214,1167434691.1307
2007-07-03,3.71357,3.87857,3.69911,3.87179,1363745722.9107
2007-07-05,3.92134,4.04756,3.91795,4.04088,1702347028.6668
2007-07-06,4.05344,4.05932,3.96989,4.02782,1025576889.2756
2007-07-09,4.02782,4.04586,3.93301,3.968,1167009605.4714
2007-07-10,3.92901,4.09431,3.92193,4.02961,1471110738.3225
2007-07-11,4.01824,4.07089,3.99771,4.0308,962568380.27302
2007-07-12,4.07397,4.08663,4.0308,4.08085,826130066.74877
2007-07-13,4.10996,4.1973,4.09461,4.19331,1064040634.1593
2007-07-16,4.21773,4.2614,4.18663,4.20378,1097707775.8677
2007-07-17,4.20926,4.25084,4.18663,4.22861,831328500.86738
2007-07-18,4.20667,4.21375,4.14177,4.20428,887841746.17234
2007-07-19,4.27078,4.28653,4.25263,4.2619,858536545.85965
2007-07-20,4.31354,4.38971,4.2619,4.37665,1364695724.808
2007-07-23,4.36599,4.42112,4.29071,4.37475,1213572412.104
2007-07-24,4.22691,4.29291,4.08385,4.10568,2104927853.2067
2007-07-25,4.18344,4.21125,4.10996,4.17906,1759781508.389
2007-07-26,4.44295,4.52111,4.16978,4.44465,2564784886.1753
2007-07-27,4.44883,4.53347,4.37705,4.37935,1358701936.0649
2007-07-30,4.3922,4.42829,4.24984,4.30587,1299564691.339
2007-07-31,4.35352,4.36797,4.00449,4.01127,2064042125.2211
2007-08-01,4.06809,4.12222,3.88944,4.10996,2052142070.8875
2007-08-02,4.16779,4.16978,4.08385,4.15433,999911440.22275
2007-08-03,4.12173,4.13867,4.00379,4.01356,795019011.94359
2007-08-06,4.04586,4.11884,3.90579,4.11834,1084559715.4241
2007-08-07,4.10748,4.17836,4.03768,4.11066,1113653184.8762
2007-08-08,4.1636,4.16659,4.01824,4.07935,947239032.66929
2007-08-09,3.99133,4.04865,3.80778,3.84837,1318266494.3724
2007-08-10,3.74498,3.88864,3.66282,3.8053,1653432142.5049
2007-08-13,3.91207,3.93819,3.85155,3.89024,882834797.34876
2007-08-14,3.90549,3.90579,3.76571,3.77529,864792965.2464
2007-08-15,3.7369,3.8016,3.64209,3.64987,1162520776.2175
2007-08-16,3.55905,3.6075,3.39823,3.56343,2184976177.2392
2007-08-17,3.71357,3.75983,3.64767,3.71527,1400980126.4429
2007-08-20,3.77429,3.79034,3.66841,3.71975,942085921.37461
2007-08-21,3.71955,3.92653,3.68337,3.88346,1525440550.9429
2007-08-22,3.99761,4.04088,3.968,4.0344,1231177272.4019
2007-08-23,4.05663,4.05932,3.95055,3.98983,1015766169.4798
2007-08-24,3.97388,4.12173,3.95174,4.11954,1067991690.0775
2007-08-27,4.06231,4.0992,4.02153,4.02612,828694619.39573
2007-08-28,3.98325,4.0316,3.85524,3.86122,1380778637.9583
2007-08-29,3.95334,4.08484,3.94367,4.08135,1367315881.5436
2007-08-30,4.03608,4.20826,4.02782,4.14745,1682361436.7102
2007-08-31,4.24964,4.25263,4.18394,4.21495,1026793363.4989
2007-09-04,4.2619,4.43657,4.25742,4.38921,1538420325.6399
2007-09-05,4.41812,4.43946,4.14346,4.1636,2723389206.1627
2007-09-06,4.12841,4.18912,4.03958,4.11046,2227382308.6781
2007-09-07,4.01874,4.02782,3.95703,4.01127,1676538427.2966
2007-09-10,4.17078,4.20208,4.07787,4.16181,1742992036.6375
2007-09-11,4.1985,4.20926,4.07208,4.12542,1137346019.3294
2007-09-12,4.14007,4.24435,4.13319,4.16629,1199633438.5423
2007-09-13,4.22471,4.23159,4.15981,4.17736,769764169.52025
2007-09-14,4.15682,4.23089,4.14595,4.22571,712467077.58587
2007-09-17,4.23129,4.27985,4.18952,4.21265,929542552.76173
2007-09-18,4.23009,4.34904,4.1965,4.29041,1245945570.8898
2007-09-19,4.35382,4.35851,4.24435,4.28503,1203254105.7688
2007-09-20,4.26618,4.31653,4.24186,4.27127,807250228.32071
2007-09-21,4.29519,4.40357,4.27127,4.38891,1335301071.4742
2007-09-24,4.46458,4.56178,4.46458,4.51443,1230252679.7726
2007-09-25,4.47006,4.66417,4.47006,4.66297,1394968207.5672
2007-09-26,4.70136,4.7184,4.60385,4.65121,1142883104.2643
2007-09-27,4.68301,4.70485,4.63736,4.70415,769483165.00279
2007-09-28,4.66965,4.70654,4.65052,4.67175,719871412.71383
2007-10-01,4.70734,4.79238,4.6562,4.75948,980734819.29735
2007-10-02,4.77324,4.82857,4.74583,4.82409,927727628.68919
2007-10-03,4.80993,4.84662,4.77962,4.80754,811197518.78837
2007-10-04,4.80893,4.81222,4.67285,4.75649,768602687.52491
2007-10-05,4.82159,4.919,4.80096,4.91501,1100703852.7533
2007-10-08,4.96685,5.11231,4.96097,5.11231,979010094.51531
2007-10-09,5.1784,5.20981,5.07412,5.11061,1295062333.9469
2007-10-10,5.10293,5.11131,5.04173,5.07722,781038808.0028
2007-10-11,5.16006,5.23224,4.66397,4.93914,1915012624.6712
2007-10-12,4.96715,5.09276,4.92588,5.09197,1157577831.0251
2007-10-15,5.1138,5.16206,4.97761,5.083,1263404027.9846
2007-10-16,5.03604,5.1804,5.02717,5.16226,1246370633.479
2007-10-17,5.25766,5.26763,5.15089,5.25975,1321266138.1046
2007-10-18,5.22118,5.30282,5.20811,5.28169,964875110.89904
2007-10-19,5.30202,5.31678,5.17561,5.18797,1513003757.4183
2007-10-22,5.1799,5.32476,5.17422,5.3085,1865780424.5771
2007-10-23,5.7389,5.74159,5.56403,5.66741,2101856745.1558
2007-10-24,5.65784,5.69902,5.45666,5.66083,1509104885.1875
2007-10-25,5.62763,5.65964,5.52994,5.56453,1138856317.0519
2007-10-26,5.63172,5.64319,5.56731,5.62315,828397911.12412
2007-10-29,5.65355,5.68038,5.62315,5.63501,633827033.04461
2007-10-30,5.66642,5.76462,5.62365,5.69284,1101412565.9065
2007-10-31,5.71527,5.78805,5.63083,5.78306,976618681.37496
2007-11-01,5.74159,5.78775,5.47979,5.70599,943847376.85243
2007-11-02,5.75814,5.76691,5.58606,5.71945,1175141367.6603
2007-11-05,5.64069,5.75206,5.6088,5.66811,942569730.60875
2007-11-06,5.69383,5.84487,5.63999,5.83869,1119054176.9611
2007-11-07,5.79622,5.86551,5.66642,5.6714,1163508792.715
2007-11-08,5.67808,5.68954,5.10832,5.34131,2215569251.8986
2007-11-09,5.20143,5.33174,5.02936,5.03484,1788462863.6271
2007-11-12,5.02268,5.10662,4.58611,4.68132,2071144228.28
2007-11-13,4.90055,5.20562,4.68132,5.17422,2037537732.9937
2007-11-14,5.40412,5.40561,4.98539,5.05727,1697698192.8428
2007-11-15,5.05877,5.16286,4.87982,5.00204,1743559112.079
2007-11-16,5.03833,5.0845,4.8512,5.06545,1622295666.3951
2007-11-19,5.05459,5.12069,4.93514,4.99157,1353220437.1637
2007-11-20,5.05089,5.22984,4.97861,5.14002,1808521061.3735
2007-11-21,5.03883,5.2469,5.01271,5.12796,1428162762.1671
2007-11-23,5.23652,5.23782,5.16814,5.22237,546393959.44252
2007-11-26,5.29365,5.39674,5.2469,5.25288,1530633109.1934
2007-11-27,5.33443,5.35137,5.17591,5.32197,1543480884.4883
2007-11-28,5.38936,5.49843,5.33831,5.48697,1347092616.8388
2007-11-29,5.45786,5.63751,5.45386,5.61028,1227994656.2619
2007-11-30,5.70899,5.71467,5.47042,5.54718,1392609403.5893
2007-12-03,5.53422,5.6063,5.4096,5.44569,1126675988.4213
2007-12-04,5.39186,5.5074,5.38886,5.4738,907316967.12206
2007-12-05,5.57101,5.66243,5.55356,5.64737,1044815485.6646
2007-12-06,5.66911,5.78775,5.66592,5.78306,1055279005.5854
2007-12-07,5.80081,5.93649,5.72493,5.91526,1249862777.8755
2007-12-10,5.89312,5.95633,5.86551,5.91296,846400369.49336
2007-12-11,5.93061,5.99262,5.7045,5.74009,1299592167.8935
2007-12-12,5.89053,5.92074,5.65485,5.81028,1435086163.806
2007-12-13,5.78775,5.84866,5.71795,5.83988,1014309723.5172
2007-12-14,5.79333,6.08833,5.7704,5.79593,790940222.59591
2007-12-17,5.80619,5.86521,5.57051,5.61398,1199990418.0951
2007-12-18,5.68536,5.70271,5.43672,5.57051,1433240019.7955
2007-12-19,5.57389,5.62116,5.5074,5.57489,968194750.71967
2007-12-20,5.64557,5.71825,5.58137,5.69902,904632581.06908
2007-12-21,5.78535,5.9038,5.78107,5.9038,1165787294.4988
2007-12-24,5.93679,6.06829,5.93021,6.05234,563417815.94364
2007-12-26,6.05872,6.11844,5.99212,6.05692,824582353.24716
2007-12-27,6.05692,6.17905,6.02173,6.04566,932214893.18468
2007-12-28,6.10498,6.13608,5.99402,6.08335,812912473.86132
2007-12-31,6.08055,6.10349,6.01973,6.03081,630002616.22817
2008-01-02,6.07318,6.09651,5.86202,5.93151,1265246596.121
2008-01-03,5.95095,6.00907,5.86551,5.9345,987073908.07665
2008-01-04,5.83072,5.87508,5.44619,5.48138,1706307584.4735
2008-01-07,5.51837,5.58895,5.18189,5.40781,2429590650.8164
2008-01-08,5.48208,5.55535,5.19994,5.214,1784589352.518
2008-01-09,5.22118,5.46404,5.12337,5.46124,2126849752.3544
2008-01-10,5.40781,5.51049,5.33981,5.41917,1737742172.1223
2008-01-11,5.35736,5.41399,5.17561,5.25766,1442873425.3897
2008-01-14,5.40661,5.46204,5.33323,5.4432,1288421962.9871
2008-01-15,5.41239,5.45616,5.01242,5.1461,2747792466.9786
2008-01-16,5.02607,5.14511,4.77095,4.85978,2596370169.079
2008-01-17,4.91431,5.03464,4.82279,4.89777,2061445582.2937
2008-01-18,4.92318,5.04651,4.85848,4.91251,2013693644.5866
2008-01-22,4.50257,4.87054,4.44465,4.73745,2810830154.712
2008-01-23,4.14545,4.2619,3.83999,4.23379,3952868146.0398
2008-01-24,4.2619,4.28304,4.01874,4.12841,2350396869.3953
2008-01-25,4.23229,4.23459,3.94586,3.95753,1820707550.7385
2008-01-28,3.89662,4.05503,3.85005,3.95753,1728458603.3603
2008-01-29,3.99431,4.04207,3.92921,4.00499,1289696060.4391
2008-01-30,4.00379,4.12442,3.95703,4.02412,1455465850.1794
2008-01-31,3.94836,4.15981,3.93968,4.12143,1576642291.2878
2008-02-01,4.14895,4.15762,4.02412,4.07208,1185012590.4419
2008-02-04,4.08603,4.13738,4.00119,4.00837,1053886896.2666
2008-02-05,3.96989,4.07905,3.92423,3.93849,1337064733.6625
